polygon
1
	-180	62.5545578
	-179.9932642	62.5622608
	-179.9675802	62.5965243
	-179.954767	62.6170965
	-179.9500119	62.6296844
	-179.9498217	62.6296684
	-179.9407933	62.6525131
	-179.9342722	62.6787564
	-179.9340863	62.680552
	-179.9338626	62.6970086
	-179.9353314	62.7058315
	-179.9398672	62.7404935
	-179.9401702	62.7404852
	-179.9440435	62.7629242
	-179.9465668	62.769999
	-179.951884	62.7834273
	-179.9538178	62.7880171
	-179.9616411	62.8029028
	-179.9654959	62.8091604
	-179.9940012	62.8663494
	-180	62.875905
	-180	62.5545578
END
2
	-180	64.7463243
	-179.9722575	64.7615746
	-179.9630761	64.7662437
	-179.9568812	64.7690885
	-179.9509597	64.7717106
	-179.9231539	64.785177
	-179.8928615	64.8012278
	-179.7516691	64.8653461
	-179.7244845	64.8725004
	-179.6942208	64.8811699
	-179.665595	64.890825
	-179.6093783	64.9113181
	-179.562113	64.9287923
	-179.437643	64.9638099
	-179.4307706	64.9653656
	-179.3923624	64.9762469
	-179.3565958	64.9886893
	-179.3238155	65.0025743
	-179.3208942	65.0039387
	-179.2848796	65.0229493
	-179.2544783	65.0436925
	-179.1793217	65.1024602
	-179.1643083	65.1140304
	-179.1433882	65.127767
	-179.1191889	65.1455667
	-179.0993551	65.164327
	-179.0979849	65.165822
	-179.0853971	65.181404
	-179.0758375	65.1973724
	-179.0699057	65.2122889
	-178.7278501	65.2626094
	-178.702115	65.2594609
	-178.662205	65.2553584
	-178.6216169	65.2527319
	-178.5524612	65.2495289
	-178.4633412	65.2454498
	-178.4115452	65.2442705
	-178.3247689	65.2442804
	-178.2889004	65.2448486
	-178.2680795	65.2455117
	-178.2203418	65.2469073
	-178.2033043	65.2472275
	-178.1685316	65.2486615
	-178.1106371	65.2486428
	-178.0569263	65.2455106
	-178.0070901	65.2437217
	-177.9814844	65.2433743
	-177.9497617	65.2433907
	-177.9450328	65.2434601
	-177.8957349	65.24345
	-177.880281	65.2435217
	-177.8628711	65.2435018
	-177.8226425	65.2428919
	-177.7823377	65.2425423
	-177.7654519	65.2423173
	-177.7367709	65.2420791
	-177.7187308	65.2420654
	-177.7024982	65.2419625
	-177.6901023	65.2419517
	-177.6820531	65.2419891
	-177.6680906	65.241769
	-177.6357935	65.2417069
	-177.6198506	65.2419054
	-177.5976915	65.2424
	-177.5735196	65.2430674
	-177.5535489	65.2435655
	-177.5344703	65.244161
	-177.5226034	65.244594
	-177.5195177	65.2447232
	-177.4968353	65.2459064
	-177.483816	65.2467201
	-177.4510899	65.2490084
	-177.4401285	65.249827
	-177.4218403	65.2513182
	-177.3930549	65.2538391
	-177.3727869	65.2558092
	-177.353137	65.2579104
	-177.3256756	65.2602661
	-177.2847253	65.2646342
	-177.2727843	65.2661315
	-177.2590501	65.2679606
	-177.2432568	65.2701744
	-177.2092933	65.2755494
	-177.2003676	65.277128
	-177.1895487	65.2791081
	-177.1754808	65.2817696
	-177.1652643	65.2837634
	-177.1556379	65.2857002
	-177.1359773	65.2898931
	-177.1251726	65.292347
	-177.1005927	65.2980489
	-177.0883358	65.3009909
	-177.0633132	65.3072156
	-177.0442229	65.3122369
	-177.0288315	65.3164997
	-177.0186544	65.3193968
	-177.0031971	65.3239184
	-176.9896063	65.3280431
	-176.9737212	65.3330426
	-176.9571333	65.3385087
	-176.7460531	65.3523795
	-176.7278383	65.3483597
	-176.6816626	65.338019
	-176.6764732	65.3368567
	-176.6622294	65.3338137
	-176.5976567	65.3205644
	-176.5550692	65.3114344
	-176.3938215	65.2550777
	-176.3897867	65.25248
	-176.3408937	65.1935737
	-176.3366767	65.1891797
	-176.3470122	65.1002925
	-176.355885	65.0364209
	-176.3583097	65.0312769
	-176.3628548	65.0116963
	-176.3628122	64.9920216
	-176.3581923	64.9724444
	-176.34905	64.9531547
	-176.3485979	64.9523961
	-176.3332264	64.9314923
	-176.3125719	64.9114268
	-176.3111174	64.9102008
	-176.2857945	64.8914447
	-176.2558774	64.8739579
	-176.155924	64.8215615
	-176.1298846	64.8089873
	-176.1067688	64.7995454
	-175.8461464	64.6860395
	-175.8382822	64.6791684
	-175.8145924	64.6627068
	-175.787322	64.6473009
	-175.75673	64.6330935
	-175.7536659	64.6319201
	-175.752224	64.6312475
	-175.7187148	64.6183566
